iter	Passed	Remaining
269	108563	414147
270	108948	413683
271	109365	413335
272	109756	412894
273	110182	412582
274	110600	412240
275	111005	411845
276	111415	411472
277	111849	411186
278	112265	410837
279	112698	410545
280	113132	410255
281	113583	410028
282	113992	409647
283	114422	409341
284	114848	409023
285	115298	408785
286	115754	408568
287	116207	408339
288	116627	407995
289	117044	407639
290	117460	407278
291	117887	406955
292	118317	406639
293	118789	406471
294	119218	406151
295	119685	405961
296	120117	405650
297	120529	405268
298	120940	404889
299	121358	404527
300	121805	404264
301	122223	403905
302	122644	403551
303	123104	403328
304	123527	402983
305	123963	402680
306	124429	402471
307	124906	402295
308	125345	401996
309	125787	401707
310	126197	401317
311	126628	400990
312	127084	400741
313	127542	400499
314	127979	400189
315	128408	399853
316	128880	399651
317	129321	399349
318	129779	399103
319	130207	398759
320	130617	398363
321	131044	398018
322	131528	397841
323	131994	397612
324	132407	397221
325	132848	396916
326	133268	396544
327	133682	396155
328	134092	395757
329	134536	395454
330	134941	395039
331	135349	394634
332	135795	394336
333	136276	394142
334	136774	393991
335	137200	393633
336	137615	393246
337	138006	392788
338	138461	392511
339	138895	392175
340	139407	392059
341	139902	391889
342	140342	391566
343	140779	391235
344	141207	390878
345	141620	390479
346	142069	390179
347	142494	389813
348	142939	389500
349	143363	389128
350	143785	388753
351	144187	388323
352	144625	387990
353	145070	387675
354	145468	387232
355	145895	386870
356	146313	386481
357	146771	386196
358	147215	385878
359	147678	385605
360	148142	385333
361	148561	384946
362	148984	384569
363	149453	384309
364	149866	383903
365	150298	383548
366	150745	383229
367	151150	382805
368	151592	382472
369	152018	382100
370	152441	381720
371	152863	381336
372	153288	380961
373	153724	380611
374	154139	380210
375	154554	379809
376	155001	379485
377	155436	379132
378	155917	378891
379	156359	378555
380	156787	378184
381	157203	377782
382	157661	377482
383	158118	377179
384	158558	376833
385	158995	376481
386	159448	376166
387	159892	375828
388	160375	375582
389	160800	375200
390	161279	374944
391	161713	374581
392	162156	374239
393	162600	373899
394	163017	373495
395	163507	373259
396	163942	372896
397	164357	372487
398	164773	372081
399	165202	371705
400	165636	371339
401	166092	371022
402	166567	370746
403	167019	370418
404	167469	370085
405	167889	369686
406	168346	369368
407	168750	368935
408	169226	368658
409	169658	368283
410	170131	367997
411	170567	367630
412	171018	367296
413	171439	366897
414	171867	366513
415	172332	366206
416	172772	365846
417	173192	365444
418	173639	365098
419	174091	364762
420	174558	364459
421	175017	364135
422	175467	363794
423	175944	363507
424	176439	363256
425	176888	362912
426	177330	362551
427	177821	362290
428	178289	361981
429	178785	361728
430	179224	361360
431	179698	361060
432	180150	360716
433	180636	360439
434	181072	360064
435	181530	359729
436	181978	359376
437	182403	358976
438	182835	358590
439	183312	358291
440	183768	357952
441	184207	357579
442	184728	357363
443	185167	356989
444	185603	356609
445	186091	356326
446	186515	355923
447	186992	355619
448	187428	355237
449	187870	354867
450	188325	354520
451	188808	354223
452	189265	353879
453	189703	353499
454	190197	353223
455	190634	352840
456	191102	352514
457	191600	352243
458	192102	351978
459	192557	351626
460	193011	351271
461	193467	350920
462	193943	350606
463	194385	350228
464	194825	349848
465	195328	349579
466	195784	349225
467	196222	348839
468	196654	348443
469	197097	348066
470	197539	347686
471	197997	347334
472	198448	346971
473	198895	346598
474	199327	346199
475	199784	345846
476	200229	345468
477	200706	345147
478	201161	344788
479	201605	344409
480	202079	344081
481	202510	343680
482	202975	343334
483	203466	343034
484	203936	342697
485	204420	342383
486	204878	342025
487	205337	341668
488	205796	341310
489	206221	340896
490	206716	340598
491	207211	340297
492	207655	339915
493	208136	339591
494	208599	339236
495	209036	338840
496	209486	338465
497	209918	338062
498	210419	337767
499	210943	337509
500	211429	337190
501	211889	336827
502	212324	336426
503	212780	336058
504	213258	335723
505	213764	335432
506	214260	335126
507	214709	334743
508	215210	334442
509	215654	334052
510	216164	333764
511	216644	333430
512	217095	333049
513	217544	332665
514	218012	332310
515	218507	331996
516	219017	331703
517	219592	331507
518	220144	331277
519	220686	331029
520	221170	330695
521	221640	330338
522	222214	330135
523	222745	329866
524	223279	329602
525	223739	329228
526	224243	328918
527	224703	328543
528	225157	328159
529	225678	327871
530	226153	327518
531	226628	327163
532	227110	326817
533	227570	326440
534	228059	326103
535	228525	325734
536	229000	325377
537	229446	324977
538	229885	324569
539	230472	324368
540	231003	324088
541	231464	323708
542	231960	323377
543	232413	322986
544	232861	322587
545	233365	322266
546	233847	321913
547	234410	321673
548	234939	321383
549	235489	321121
550	235969	320764
551	236494	320467
552	237047	320206
553	237574	319910
554	238103	319616
555	238592	319267
556	239092	318932
557	239570	318568
558	240062	318222
559	240555	317876
560	241103	317603
561	241608	317272
562	242159	317001
563	242622	316613
564	243114	316263
565	243606	315913
566	244099	315563
567	244572	315188
568	245117	314904
569	245604	314545
570	246092	314187
571	246622	313883
572	247114	313529
573	247602	313169
574	248166	312905
575	248668	312562
576	249166	312213
577	249719	311933
578	250209	311572
579	250751	311277
580	251283	310968
581	251811	310653
582	252355	310358
583	252844	309994
584	253320	309613
585	253798	309235
586	254268	308847
587	254764	308490
588	255251	308122
589	255768	307789
590	256309	307485
591	256829	307154
592	257310	306776
593	257816	306428
594	258282	306032
595	258748	305635
596	259232	305260
597	259751	304925
598	260235	304549
599	260693	304142
600	261147	303731
601	261642	303366
602	262144	303008
603	262622	302624
604	263094	302232
605	263608	301888
606	264127	301549
607	264620	301179
608	265122	300820
609	265594	300426
610	266118	300091
611	266673	299789
612	267163	299414
613	267660	299047
614	268127	298646
615	268587	298236
616	269054	297834
617	269530	297443
618	270049	297098
619	270546	296728
620	271041	296356
621	271539	295987
622	272014	295591
623	272490	295198
624	273017	294859
625	273543	294517
626	274041	294146
627	274542	293777
628	275010	293373
629	275491	292982
630	275999	292621
631	276505	292255
632	276990	291867
633	277452	291456
634	277953	291085
635	278450	290709
636	278920	290304
637	279374	289883
638	279838	289472
639	280321	289081
640	280798	288683
641	281285	288295
642	281808	287944
643	282295	287555
644	282757	287141
645	283278	286786
646	283761	286392
647	284238	285993
648	284748	285625
649	285290	285290
650	285779	284901
651	286319	284563
652	286845	284210
653	287295	283780
654	287822	283428
655	288352	283077
656	288885	282729
657	289358	282322
658	289899	281981
659	290493	281690
660	291031	281344
661	291472	280905
662	291908	280460
663	292400	280070
664	292842	279631
665	293294	279202
666	293772	278797
667	294226	278369
668	294683	277944
669	295134	277514
670	295580	277079
671	296046	276662
672	296484	276219
673	297028	275874
674	297511	275473
675	298021	275096
676	298480	274672
677	298929	274238
678	299363	273791
679	299861	273403
680	300304	272963
681	300797	272570
682	301247	272137
683	301707	271713
684	302140	271265
685	302567	270811
686	302998	270360
687	303437	269918
688	303864	269464
689	304297	269017
690	304738	268575
691	305210	268161
692	305652	267721
693	306098	267284
694	306522	266828
695	306952	266378
696	307385	265930
697	307828	265490
698	308305	265081
699	308763	264654
700	309208	264216
701	309642	263769
702	310072	263318
703	310494	262861
704	310926	262413
705	311371	261975
706	311818	261539
707	312257	261097
708	312737	260687
709	313201	260266
710	313635	259818
711	314063	259367
712	314558	258970
713	315113	258622
714	315641	258251
715	316095	257821
716	316523	257368
717	316957	256920
718	317385	256468
719	317823	256024
720	318259	255578
721	318674	255115
722	319125	254682
723	319609	254274
724	320045	253829
725	320506	253403
726	320943	252957
727	321376	252510
728	321861	252102
729	322321	251675
730	322774	251243
731	323254	250830
732	323702	250395
733	324135	249946
734	324558	249490
735	324979	249032
736	325423	248593
737	325903	248181
738	326383	247768
739	326855	247350
740	327277	246893
741	327727	246458
742	328152	246003
743	328577	245549
744	329006	245098
745	329435	244647
746	329864	244197
747	330383	243812
748	330838	243380
749	331275	242935
750	331714	242491
751	332153	242047
752	332583	241597
753	333060	241181
754	333492	240733
755	333933	240290
756	334432	239890
757	334910	239474
758	335343	239025
759	335829	238615
760	336284	238183
761	336717	237734
762	337164	237296
763	337621	236865
764	338066	236425
765	338523	235994
766	338955	235545
767	339441	235134
768	339907	234708
769	340394	234297
770	340831	233852
771	341270	233407
772	341702	232958
773	342157	232525
774	342582	232071
775	343015	231624
776	343477	231195
777	343932	230761
778	344409	230343
779	344878	229918
780	345353	229498
781	345828	229077
782	346329	228674
783	346809	228257
784	347320	227859
785	347772	227423
786	348280	227024
787	348823	226646
788	349286	226217
789	349735	225778
790	350185	225340
791	350685	224934
792	351178	224523
793	351629	224086
794	352092	223656
795	352552	223224
796	352997	222782
797	353447	222343
798	353899	221906
799	354346	221466
800	354798	221029
801	355240	220585
802	355722	220167
803	356256	219779
804	356694	219333
805	357149	218898
806	357615	218468
807	358089	218044
808	358560	217618
809	359004	217175
810	359472	216747
811	359918	216305
812	360359	215861
813	360845	215443
814	361281	214995
815	361776	214582
816	362239	214151
817	362683	213708
818	363116	213258
819	363560	212815
820	364030	212388
821	364515	211968
822	365020	211561
823	365518	211148
824	365996	210725
825	366465	210296
826	366996	209902
827	367438	209457
828	367873	209008
829	368346	208581
830	368773	208128
831	369228	207690
832	369663	207242
833	370157	206826
834	370587	206375
835	371056	205945
836	371503	205503
837	371953	205062
838	372472	204659
839	372921	204218
840	373382	203784
841	373823	203338
842	374282	202903
843	374718	202454
844	375171	202015
845	375610	201568
846	376054	201124
847	376586	200727
848	377024	200280
849	377528	199868
850	377970	199422
851	378467	199006
852	378903	198558
853	379362	198121
854	379807	197677
855	380279	197247
856	380716	196799
857	381177	196364
858	381646	195932
859	382131	195509
860	382594	195074
861	383079	194650
862	383577	194233
863	384250	193904
864	384858	193541
865	385439	193164
866	385930	192742
867	386423	192321
868	386925	191904
869	387399	191473
870	387921	191065
871	388353	190613
872	388799	190169
873	389241	189721
874	389678	189272
875	390102	188816
876	390600	188396
877	391087	187971
878	391523	187521
879	391988	187085
880	392491	186667
881	392923	186215
882	393379	185775
883	393823	185328
884	394260	184878
885	394693	184427
886	395128	183977
887	395562	183526
888	396042	183097
889	396534	182673
890	397032	182251
891	397509	181820
892	397986	181389
893	398432	180943
894	398871	180495
895	399328	180054
896	399776	179609
897	400211	179159
898	400683	178725
899	401161	178293
900	401594	177842
901	402075	177412
902	402513	176963
903	402992	176532
904	403456	176094
905	403886	175641
906	404343	175200
907	404856	174784
908	405301	174337
909	405785	173907
910	406213	173454
911	406670	173013
912	407128	172572
913	407629	172150
914	408072	171702
915	408520	171257
916	408994	170823
917	409475	170391
918	409989	169974
919	410461	169538
920	410907	169092
921	411363	168650
922	411809	168203
923	412242	167752
924	412700	167311
925	413217	166893
926	413686	166456
927	414181	166029
928	414619	165579
929	415058	165130
930	415536	164697
931	415970	164245
932	416401	163793
933	416907	163370
934	417354	162924
935	417819	162485
936	418251	162033
937	418691	161584
938	419131	161135
939	419565	160684
940	419999	160233
941	420443	159786
942	420879	159336
943	421358	158902
944	421784	158448
945	422214	157995
946	422730	157575
947	423176	157128
948	423620	156681
949	424057	156231
950	424568	155809
951	425001	155357
952	425475	154921
953	425934	154479
954	426365	154027
955	426807	153579
956	427254	153132
957	427709	152689
958	428159	152244
959	428630	151806
960	429096	151367
961	429568	150929
962	430043	150493
963	430498	150049
964	430943	149602
965	431377	149151
966	431873	148721
967	432356	148287
968	432840	147853
969	433338	147424
970	433783	146977
971	434220	146527
972	434658	146077
973	435097	145628
974	435568	145189
975	436008	144740
976	436520	144315
977	436953	143864
978	437401	143417
979	437838	142967
980	438270	142515
981	438707	142066
982	439144	141616
983	439669	141194
984	440149	140758
985	440591	140310
986	441025	139859
987	441482	139415
988	441946	138974
989	442459	138547
990	442988	138126
991	443512	137703
992	444031	137278
993	444543	136851
994	445059	136425
995	445601	136007
996	446081	135569
997	446573	135135
998	447065	134701
999	447554	134266
1000	448053	133834
1001	448589	133412
1002	449149	132998
1003	449662	132569
1004	450149	132133
1005	450671	131707
1006	451162	131271
1007	451679	130843
1008	452178	130410
1009	452668	129974
1010	453170	129541
1011	453659	129104
1012	454118	128659
1013	454601	128221
1014	455085	127782
1015	455552	127339
1016	456078	126912
1017	456563	126474
1018	457045	126035
1019	457588	125612
1020	458114	125185
1021	458632	124755
1022	459167	124329
1023	459685	123899
1024	460186	123464
1025	460696	123032
1026	461191	122595
1027	461693	122160
1028	462160	121715
1029	462668	121282
1030	463148	120840
1031	463622	120398
1032	464099	119956
1033	464577	119514
1034	465051	119071
1035	465606	118648
1036	466078	118205
1037	466572	117766
1038	467047	117323
1039	467574	116893
1040	468036	116447
1041	468503	116001
1042	468987	115560
1043	469453	115115
1044	469942	114675
1045	470449	114239
1046	470956	113803
1047	471424	113357
1048	471940	112923
1049	472429	112483
1050	472894	112036
1051	473404	111601
1052	473887	111158
1053	474419	110727
1054	474936	110293
1055	475427	109852
1056	475930	109414
1057	476461	108982
1058	476960	108543
1059	477470	108106
1060	477975	107668
1061	478533	107241
1062	479022	106799
1063	479557	106367
1064	480068	105930
1065	480604	105498
1066	481106	105058
1067	481615	104620
1068	482082	104173
1069	482615	103739
1070	483118	103299
1071	483610	102857
1072	484109	102416
1073	484611	101976
1074	485091	101530
1075	485639	101099
1076	486129	100656
1077	486619	100212
1078	487086	99764
1079	487592	99324
1080	488078	98879
1081	488564	98435
1082	489020	97984
1083	489551	97548
1084	490026	97101
1085	490507	96656
1086	490979	96208
1087	491479	95766
1088	491973	95322
1089	492454	94876
1090	492954	94433
1091	493430	93986
1092	493939	93545
1093	494401	93095
1094	494852	92643
1095	495326	92195
1096	495808	91749
1097	496293	91303
1098	496786	90859
1099	497286	90415
1100	497749	89965
1101	498221	89517
1102	498711	89071
1103	499199	88626
1104	499686	88179
1105	500136	87727
1106	500654	87286
1107	501159	86843
1108	501642	86396
1109	502243	85969
1110	502735	85523
1111	503214	85075
1112	503729	84633
1113	504207	84185
1114	504671	83734
1115	505124	83282
1116	505564	82827
1117	506037	82378
1118	506503	81927
1119	507008	81483
1120	507468	81031
1121	507933	80581
1122	508437	80136
1123	508932	79690
1124	509385	79237
1125	509894	78793
1126	510491	78362
1127	510965	77913
1128	511466	77467
1129	511948	77018
1130	512439	76571
1131	512930	76123
1132	513429	75677
1133	513922	75230
1134	514386	74778
1135	514860	74328
1136	515389	73886
1137	515941	73446
1138	516471	73004
1139	517131	72579
1140	517653	72135
1141	518143	71687
1142	518614	71235
1143	519146	70792
1144	519646	70345
1145	520122	69894
1146	520664	69452
1147	521162	69004
1148	521649	68554
1149	522129	68103
1150	522594	67651
1151	523085	67201
1152	523576	66752
1153	524060	66302
1154	524525	65849
1155	525024	65400
1156	525530	64953
1157	525996	64500
1158	526488	64050
1159	526961	63598
1160	527434	63146
1161	527944	62699
1162	528420	62247
1163	528912	61797
1164	529367	61342
1165	529871	60894
1166	530366	60444
1167	530847	59993
1168	531391	59548
1169	531876	59097
1170	532345	58644
1171	532823	58192
1172	533334	57743
1173	533854	57296
1174	534331	56843
1175	534779	56388
1176	535271	55937
1177	535756	55485
1178	536243	55034
1179	536712	54580
1180	537166	54126
1181	537705	53679
1182	538232	53231
1183	538740	52782
1184	539252	52332
1185	539724	51879
1186	540170	51423
1187	540649	50970
1188	541119	50516
1189	541599	50063
1190	542071	49610
1191	542629	49164
1192	543153	48715
1193	543619	48260
1194	544148	47812
1195	544616	47357
1196	545054	46901
1197	545522	46446
1198	545962	45990
1199	546448	45537
1200	546890	45080
1201	547396	44629
1202	547879	44176
1203	548362	43723
1204	548800	43266
1205	549221	42808
1206	549675	42352
1207	550165	41900
1208	550610	41443
1209	551039	40986
1210	551495	40531
1211	551931	40074
1212	552426	39621
1213	552864	39165
1214	553297	38708
1215	553759	38253
1216	554219	37798
1217	554703	37344
1218	555285	36897
1219	555789	36445
1220	556264	35990
1221	556714	35534
1222	557267	35085
1223	557711	34629
1224	558157	34172
1225	558609	33717
1226	559067	33261
1227	559510	32805
1228	559957	32349
1229	560455	31895
1230	560886	31438
1231	561361	30984
1232	561805	30527
1233	562264	30072
1234	562715	29616
1235	563241	29164
1236	563671	28707
1237	564113	28251
1238	564593	27796
1239	565051	27341
1240	565545	26887
1241	565978	26430
1242	566416	25974
1243	566846	25517
1244	567276	25060
1245	567757	24605
1246	568182	24148
1247	568610	23692
1248	569046	23235
1249	569550	22782
1250	569998	22326
1251	570460	21870
1252	570893	21414
1253	571331	20957
1254	571766	20501
1255	572226	20046
1256	572727	19592
1257	573349	19142
1258	573831	18687
1259	574306	18231
1260	574757	17775
1261	575195	17319
1262	575682	16864
1263	576158	16409
1264	576615	15953
1265	577131	15499
1266	577571	15043
1267	578043	14587
1268	578486	14131
1269	578923	13675
1270	579354	13218
1271	579822	12763
1272	580282	12307
1273	580715	11851
1274	581165	11395
1275	581663	10940
1276	582133	10484
1277	582618	10029
1278	583114	9574
1279	583593	9118
1280	584057	8662
1281	584543	8207
1282	585024	7751
1283	585543	7296
1284	585995	6840
1285	586479	6384
1286	586997	5929
1287	587527	5473
1288	588005	5017
1289	588527	4562
1290	589018	4106
1291	589538	3650
1292	590021	3194
1293	590487	2737
1294	591018	2281
1295	591498	1825
1296	592043	1369
1297	592532	912
1298	593022	456
1299	593512	0
