iter	Accuracy	MultiClass
887	0.7988417247	0.6270764501
888	0.7990091055	0.6269600436
889	0.7992601768	0.6266684918
890	0.7992936529	0.6263802754
891	0.7993940814	0.6260856269
892	0.7995614622	0.6258202206
893	0.7995949384	0.6253787305
894	0.7996953669	0.6250145748
895	0.7999799143	0.6247247917
896	0.7999464381	0.6245655536
897	0.8001472951	0.6243188348
898	0.8002309855	0.6240365883
899	0.8003816283	0.6239081218
900	0.8007666042	0.6237079255
901	0.8008837708	0.6235179998
902	0.8010009373	0.6233484386
903	0.800933985	0.6231978117
904	0.8009005088	0.6229657595
905	0.8010678897	0.6228882838
906	0.8014026513	0.6223986852
907	0.80193827	0.622176541
908	0.8018545795	0.6218672678
909	0.80193827	0.6215603533
910	0.8020386984	0.6214087039
911	0.8020052223	0.6211054918
912	0.8022395554	0.6209355201
913	0.8023232458	0.6208386642
914	0.8023901982	0.6206109763
915	0.802557579	0.6204132923
916	0.802758436	0.62014236
917	0.8032271023	0.6197796146
918	0.8032103642	0.6195281698
919	0.8035451259	0.6193349727
920	0.8037125067	0.6190552749
921	0.8039468399	0.6187294727
922	0.8038296733	0.6186012152
923	0.8039970541	0.618217966
924	0.8041476968	0.6180729017
925	0.8042313873	0.617972132
926	0.8041476968	0.6176179111
927	0.8042816015	0.6171854745
928	0.80438203	0.6170242403
929	0.804582887	0.616805067
930	0.8049009106	0.6162590404
931	0.8050515533	0.6161068883
932	0.8051017675	0.6159963236
933	0.8052189341	0.6158801462
934	0.8057043385	0.6156313748
935	0.8054867434	0.6153608017
936	0.8056373862	0.6151288335
937	0.8057712908	0.6148366123
938	0.8059051955	0.6145399291
939	0.806206481	0.614222253
940	0.8061395287	0.6140677165
941	0.8062566952	0.6137191205
942	0.8062566952	0.6135691882
943	0.8062901714	0.6134557963
944	0.8062566952	0.6134036214
945	0.8061730048	0.6131394638
946	0.8059721478	0.6130052994
947	0.8061562667	0.6128586946
948	0.8063571237	0.6125891444
949	0.8065579807	0.6123031626
950	0.8067755758	0.6121718336
951	0.806809052	0.6120555777
952	0.8067923139	0.6118205282
953	0.8072107659	0.6114631056
954	0.8073948848	0.6111336009
955	0.8074785753	0.6108716739
956	0.8075120514	0.6106380914
957	0.8074953133	0.6103380612
958	0.8075455276	0.6101801895
959	0.8076961703	0.6098824945
960	0.8077463846	0.6096453699
961	0.8079137654	0.6093268153
962	0.8083154794	0.6090561061
963	0.8083656936	0.6089288779
964	0.8085163364	0.608671591
965	0.8085665506	0.6085334263
966	0.8087841457	0.6081591862
967	0.8089347884	0.6078353286
968	0.8089013123	0.6076986094
969	0.8090017408	0.6074426322
970	0.8090352169	0.6072096477
971	0.8090184788	0.6070805756
972	0.8091691216	0.6067578083
973	0.8091691216	0.6065371605
974	0.8092360739	0.606370828
975	0.8093030262	0.6062230277
976	0.8095875736	0.6061010646
977	0.8096712641	0.6058876273
978	0.8098219068	0.6055578661
979	0.8100897161	0.6052909298
980	0.8101399304	0.6051450364
981	0.8103240493	0.6049697455
982	0.8103240493	0.6047617425
983	0.8102570969	0.6044608552
984	0.8101231923	0.6041222759
985	0.8102068827	0.603999194
986	0.8104077397	0.6038114382
987	0.810474692	0.6036385842
988	0.8106588109	0.6034381167
989	0.810876406	0.6030925423
990	0.8107592394	0.6030706827
991	0.8110270487	0.6029516468
992	0.8109935726	0.6027123346
993	0.8110270487	0.6026124984
994	0.8111274772	0.6024090903
995	0.8111944296	0.6021666401
996	0.8112948581	0.6020730199
997	0.8114287627	0.6018234493
998	0.8115124531	0.6016347435
999	0.8115291912	0.6014820987
1000	0.8115291912	0.601353652
1001	0.8114957151	0.6012328389
1002	0.8116296197	0.6011484961
1003	0.8116296197	0.6009535938
1004	0.8118472148	0.6007103764
1005	0.8117133101	0.6005994319
1006	0.8118806909	0.6003591936
1007	0.8120313337	0.6001165749
1008	0.8121652384	0.5998424976
1009	0.8120815479	0.5997458514
1010	0.8121317622	0.5996213469
1011	0.8123995715	0.5993065663
1012	0.8124665238	0.5989029466
1013	0.8125167381	0.5987818491
1014	0.8125167381	0.5986918542
1015	0.8126339047	0.5984480257
1016	0.8127175951	0.5979822425
1017	0.8128347616	0.5979154473
1018	0.8130523567	0.5976322936
1019	0.8131695233	0.5975144992
1020	0.8131527852	0.5973963763
1021	0.8132866899	0.5971443535
1022	0.8134205945	0.5969499114
1023	0.8137051419	0.5967022246
1024	0.8137720943	0.5964775497
1025	0.8139896893	0.5962172186
1026	0.814123594	0.595918533
1027	0.8140901178	0.5957728721
1028	0.8140733798	0.5955447432
1029	0.8144081414	0.595265078
1030	0.8146257365	0.5949400769
1031	0.8147094269	0.5946460226
1032	0.8148768077	0.594428063
1033	0.8149102839	0.5942501755
1034	0.815144617	0.5939740941
1035	0.8152115694	0.5938956496
1036	0.8151613551	0.5935510665
1037	0.8152617836	0.5933060804
1038	0.8152283074	0.593092633
1039	0.8152952598	0.5928886054
1040	0.8152785217	0.5927957818
1041	0.8153622121	0.592691293
1042	0.815747188	0.5924202421
1043	0.8156802357	0.592247283
1044	0.8157974022	0.5920318575
1045	0.8159145688	0.5917485903
1046	0.8161823781	0.5914737874
1047	0.8162660686	0.5912863853
1048	0.8163832351	0.5909964124
1049	0.8164836636	0.5908282895
1050	0.8165338779	0.5907360283
1051	0.8164669255	0.5905294252
1052	0.8166677825	0.5902536979
1053	0.8169188538	0.5901502254
1054	0.8169188538	0.5899345903
1055	0.8172201393	0.5896152316
1056	0.817370782	0.5894219898
1057	0.8175549009	0.5891562465
1058	0.8176385913	0.5889741437
1059	0.8176553294	0.5887849244
1060	0.8177557579	0.5884403919
1061	0.8177892341	0.5883188433
1062	0.8178896626	0.5881695601
1063	0.8181407338	0.587912383
1064	0.818375067	0.587663758
1065	0.8184754954	0.5875431642
1066	0.8186094001	0.5873574199
1067	0.8186261382	0.5870452408
1068	0.8187767809	0.5869874193
1069	0.8189274237	0.5868042654
1070	0.8193458757	0.5865483065
1071	0.8192956615	0.5862770777
1072	0.8192454472	0.5860978488
1073	0.8192789234	0.5857831371
1074	0.8194463042	0.585457836
1075	0.819596947	0.5853225322
1076	0.8197141136	0.5851907344
1077	0.819797804	0.5849706241
1078	0.8197475897	0.5846256792
1079	0.8197308516	0.5845344683
1080	0.8200321371	0.5844439178
1081	0.820216256	0.584358775
1082	0.8202497322	0.5841046876
1083	0.8203501607	0.5839645304
1084	0.8203836369	0.5838527911
1085	0.8203501607	0.5836382788
1086	0.8203836369	0.5834067111
1087	0.8203668988	0.5832304809
1088	0.8205510177	0.583043929
1089	0.8205175415	0.5828272607
1090	0.8207016604	0.5827383531
1091	0.82061797	0.5824637954
1092	0.8208857793	0.5821781329
1093	0.8209359936	0.5821006743
1094	0.8211703267	0.5819383067
1095	0.8211368506	0.5816876701
1096	0.8211368506	0.5814469198
1097	0.8213377076	0.5812056521
1098	0.8214883503	0.5810944514
1099	0.8215553026	0.5805328648
1100	0.82183985	0.5803171353
1101	0.8217561596	0.5802530866
1102	0.8219737547	0.5800231403
1103	0.8221076593	0.5797927506
1104	0.8221411355	0.5796473195
1105	0.8221243974	0.5794525523
1106	0.8223419925	0.5792124311
1107	0.8224926352	0.5789852779
1108	0.8224926352	0.5787625907
1109	0.8225930637	0.5784647591
1110	0.822643278	0.5782042342
1111	0.8229780396	0.5780496825
1112	0.8231119443	0.5777200221
1113	0.8231454205	0.5774893903
1114	0.8231454205	0.5772667716
1115	0.8232123728	0.5771700788
1116	0.8233462775	0.5770723433
1117	0.8235303964	0.5769607932
1118	0.823664301	0.5766839909
1119	0.8236308249	0.5764880456
1120	0.8236810391	0.5763240186
1121	0.8236810391	0.5761411181
1122	0.8238484199	0.5758752983
1123	0.8240994912	0.5755811646
1124	0.8240827531	0.5754710348
1125	0.8241831816	0.5753706149
1126	0.824685324	0.5750839307
1127	0.8248024906	0.5748018311
1128	0.8245848956	0.574705631
1129	0.8245346813	0.5746561585
1130	0.8247857525	0.5743324231
1131	0.8247188002	0.5742679074
1132	0.8249363953	0.5739373094
1133	0.8249363953	0.5738862326
1134	0.8249698715	0.5737863978
1135	0.825087038	0.573535124
1136	0.8254050616	0.573322484
1137	0.8252711569	0.5730241437
1138	0.8255557043	0.5728132954
1139	0.8255891805	0.5726520216
1140	0.8257900375	0.5724742085
1141	0.8257565613	0.5722601168
1142	0.8256226567	0.5719606222
1143	0.8258569898	0.5717296315
1144	0.8260076326	0.571624216
1145	0.8260745849	0.5714233188
1146	0.8262587038	0.5711709006
1147	0.8263758704	0.5709370474
1148	0.8263256561	0.5708717594
1149	0.8264260846	0.570764883
1150	0.8265767274	0.5705577345
1151	0.8266102035	0.570374596
1152	0.826710632	0.5703054787
1153	0.8268277986	0.5701433941
1154	0.8268277986	0.5699289404
1155	0.8269784413	0.5696679428
1156	0.8270788698	0.5695511537
1157	0.8272462507	0.5694327386
1158	0.8274638457	0.5692111217
1159	0.8275475362	0.5690089312
1160	0.8274805838	0.5688282199
1161	0.8275307981	0.5687286755
1162	0.8275977504	0.5685204502
1163	0.8276647027	0.568360913
1164	0.8276647027	0.5682515152
1165	0.8278655597	0.5680000081
1166	0.8279492501	0.5677803456
1167	0.8280664167	0.5676239486
1168	0.8283174879	0.5673807513
1169	0.8284179164	0.5671970603
1170	0.8285685592	0.5671123139
1171	0.8286355115	0.5669108648
1172	0.8287192019	0.5667185319
1173	0.8286857258	0.5665958314
1174	0.8287526781	0.566471218
1175	0.8289535351	0.5663544132
1176	0.8293552491	0.5660072216
1177	0.8294222014	0.5658119641
1178	0.8295226299	0.565734674
1179	0.8293719871	0.5656384209
1180	0.8294556776	0.5653672383
1181	0.8294724156	0.5652395815
1182	0.8295728441	0.5651824142
1183	0.8296230584	0.5650132232
1184	0.8297904392	0.5648750636
1185	0.8298239154	0.5646212983
1186	0.8298071773	0.5644614793
1187	0.8298573915	0.5642171481
1188	0.8300415104	0.5640436522
1189	0.8299745581	0.5638523971
1190	0.8299912962	0.5637754131
1191	0.8299410819	0.5636326933
1192	0.8302256294	0.5634518783
1193	0.8303260578	0.5632524308
1194	0.8304097483	0.5631824446
1195	0.8304934387	0.5631077523
1196	0.8304934387	0.5628498511
1197	0.8305436529	0.5626096293
1198	0.8307110337	0.5625096269
1199	0.8307445099	0.5624255796
1200	0.8307110337	0.5622598875
1201	0.8307110337	0.5621783817
1202	0.8308449384	0.5619751814
1203	0.8310625335	0.5616630692
1204	0.8310457954	0.5614046082
1205	0.8311964381	0.5612366413
1206	0.8312466524	0.5610622294
1207	0.8313136047	0.5608390382
1208	0.8312968666	0.5607740964
1209	0.8315144617	0.5606803356
1210	0.8316483664	0.5603857114
1211	0.8316483664	0.5602355843
1212	0.8318994376	0.559996727
1213	0.8319998661	0.5598505156
1214	0.8320166042	0.5596489244
1215	0.8321170327	0.5594856117
1216	0.8322509373	0.5592869967
1217	0.8323346277	0.5592020899
1218	0.8324015801	0.559020495
1219	0.8322676754	0.5589466157
1220	0.8324183182	0.5585674835
1221	0.8324183182	0.5582042266
1222	0.8326024371	0.5580646373
1223	0.8326359132	0.5579474572
1224	0.8327196036	0.5576987649
1225	0.8328535083	0.5575240898
1226	0.8329204606	0.5573134771
1227	0.8330208891	0.5571109553
1228	0.8329204606	0.5569125886
1229	0.8330711034	0.5566542721
1230	0.833205008	0.5564635409
1231	0.8333221746	0.5563859802
1232	0.833405865	0.5561463995
1233	0.8334728174	0.5560226133
1234	0.8336401982	0.5558324728
1235	0.8335565078	0.5557447015
1236	0.8335230316	0.5556213208
1237	0.8335397697	0.5554912531
1238	0.8338745313	0.5552091322
1239	0.833807579	0.5550773654
1240	0.8340419122	0.5549044958
1241	0.834008436	0.5547811424
1242	0.8339414837	0.5546670759
1243	0.8341088645	0.5544453761
1244	0.8341088645	0.554232209
1245	0.8343264596	0.5539867617
1246	0.834627745	0.5538017717
1247	0.834611007	0.5537143981
1248	0.834627745	0.5534984812
1249	0.8350461971	0.5532830381
1250	0.8350964114	0.5530736385
1251	0.8349625067	0.5529963336
1252	0.8352470541	0.5527723395
1253	0.8352972683	0.5527130082
1254	0.8354144349	0.5524640317
1255	0.8354479111	0.5522652472
1256	0.8354646492	0.5520415723
1257	0.8358663631	0.551795295
1258	0.8358998393	0.5515989419
1259	0.8359667916	0.5515399984
1260	0.8361174344	0.5514297375
1261	0.8360504821	0.5513156404
1262	0.8360002678	0.5512842977
1263	0.8360839582	0.5509410986
1264	0.8361509106	0.550777568
1265	0.8362178629	0.5506946921
1266	0.8362680771	0.5505362684
1267	0.8364187199	0.5503874553
1268	0.8364019818	0.5503114203
1269	0.8364019818	0.5502232431
1270	0.8364856722	0.5499694078
1271	0.8367032673	0.5497379088
1272	0.83685391	0.5496353803
1273	0.83685391	0.549571685
1274	0.8368371719	0.5494060857
1275	0.837054767	0.5492177311
1276	0.8370882432	0.5491431728
1277	0.8371049813	0.5490081917
1278	0.8373393144	0.5487865804
1279	0.837456481	0.5486057846
1280	0.8375066952	0.5484918456
1281	0.8375736476	0.548359205
1282	0.8377410284	0.5481818571
1283	0.8376405999	0.5479000102
1284	0.8377242903	0.5477246842
1285	0.8377745046	0.5475921868
1286	0.8377745046	0.5474177529
1287	0.837874933	0.5473368208
1288	0.838059052	0.5472617552
1289	0.8381762185	0.5470703792
1290	0.8381929566	0.5469567827
1291	0.838477504	0.5466672343
1292	0.8386448848	0.5465174136
1293	0.8384440279	0.5463533174
1294	0.8386616229	0.5461650552
1295	0.8385946706	0.5460642467
1296	0.8384942421	0.5459651245
1297	0.8385946706	0.5458712171
1298	0.8386114087	0.5457590839
1299	0.8388122657	0.5456061385
